Date,Beginning Inventory (ml),Demand (ml),Arrivals (ml),Ending Inventory (ml),Lost Volume (ml),Order Quantity (ml),Outstanding Inventory (ml),Inventory Position (ml),Bar Name,Brand Name,Par Level (ml),Stockout
2023-11-30,109.50187534335078,0.0,0.0,109.50187534335078,0.0,0.0,493.03,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-01,602.5318753433507,0.0,493.03,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-02,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-03,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-04,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-05,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-06,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-07,602.5318753433507,380.23,0.0,222.30187534335073,0.0,380.23,0.0,222.30187534335073,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-08,222.30187534335073,0.0,0.0,222.30187534335073,0.0,0.0,380.23,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-09,602.5318753433507,100.88,380.23,501.65187534335075,0.0,100.88,0.0,501.65187534335075,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-10,501.65187534335075,0.0,0.0,501.65187534335075,0.0,0.0,100.88,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-11,602.5318753433507,0.0,100.88,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-12,602.5318753433507,537.56,0.0,64.9718753433508,0.0,537.56,0.0,64.9718753433508,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-13,64.9718753433508,0.0,0.0,64.9718753433508,0.0,0.0,537.56,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-14,602.5318753433507,0.0,537.56,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-15,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-16,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-17,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-18,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-19,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-20,602.5318753433507,80.59,0.0,521.9418753433507,0.0,80.59000000000003,0.0,521.9418753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-21,521.9418753433507,0.0,0.0,521.9418753433507,0.0,0.0,80.59000000000003,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-22,602.5318753433507,0.0,80.59000000000003,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-23,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-24,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-25,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-26,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-27,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-28,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-29,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-30,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-12-31,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2024-01-01,602.5318753433507,0.0,0.0,602.5318753433507,0.0,0.0,0.0,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-20,6982.92,404.47,0.0,6578.45,0.0,0.0,0.0,6578.45,Brown's Bar,Jameson,585.1209979944118,False
2023-10-21,6578.45,309.71,0.0,6268.74,0.0,0.0,0.0,6268.74,Brown's Bar,Jameson,585.1209979944118,False
2023-10-22,6268.74,0.0,0.0,6268.74,0.0,0.0,0.0,6268.74,Brown's Bar,Jameson,585.1209979944118,False
2023-10-23,6268.74,199.38,0.0,6069.36,0.0,0.0,0.0,6069.36,Brown's Bar,Jameson,585.1209979944118,False
2023-10-24,6069.36,0.0,0.0,6069.36,0.0,0.0,0.0,6069.36,Brown's Bar,Jameson,585.1209979944118,False
2023-10-25,6069.36,0.0,0.0,6069.36,0.0,0.0,0.0,6069.36,Brown's Bar,Jameson,585.1209979944118,False
2023-10-26,6069.36,0.0,0.0,6069.36,0.0,0.0,0.0,6069.36,Brown's Bar,Jameson,585.1209979944118,False
2023-10-27,6069.36,0.0,0.0,6069.36,0.0,0.0,0.0,6069.36,Brown's Bar,Jameson,585.1209979944118,False
2023-10-28,6069.36,492.97,0.0,5576.389999999999,0.0,0.0,0.0,5576.389999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-10-29,5576.389999999999,0.0,0.0,5576.389999999999,0.0,0.0,0.0,5576.389999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-10-30,5576.389999999999,0.0,0.0,5576.389999999999,0.0,0.0,0.0,5576.389999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-10-31,5576.389999999999,0.0,0.0,5576.389999999999,0.0,0.0,0.0,5576.389999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-01,5576.389999999999,323.44,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-02,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-03,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-04,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-05,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-06,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-07,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-08,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-09,5252.95,0.0,0.0,5252.95,0.0,0.0,0.0,5252.95,Brown's Bar,Jameson,585.1209979944118,False
2023-11-10,5252.95,496.39,0.0,4756.5599999999995,0.0,0.0,0.0,4756.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-11-11,4756.5599999999995,0.0,0.0,4756.5599999999995,0.0,0.0,0.0,4756.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-11-12,4756.5599999999995,0.0,0.0,4756.5599999999995,0.0,0.0,0.0,4756.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-11-13,4756.5599999999995,0.0,0.0,4756.5599999999995,0.0,0.0,0.0,4756.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-11-14,4756.5599999999995,0.0,0.0,4756.5599999999995,0.0,0.0,0.0,4756.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-11-15,4756.5599999999995,418.64,0.0,4337.919999999999,0.0,0.0,0.0,4337.919999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-16,4337.919999999999,0.0,0.0,4337.919999999999,0.0,0.0,0.0,4337.919999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-17,4337.919999999999,373.47,0.0,3964.449999999999,0.0,0.0,0.0,3964.449999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-18,3964.449999999999,0.0,0.0,3964.449999999999,0.0,0.0,0.0,3964.449999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-19,3964.449999999999,0.0,0.0,3964.449999999999,0.0,0.0,0.0,3964.449999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-20,3964.449999999999,0.0,0.0,3964.449999999999,0.0,0.0,0.0,3964.449999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-21,3964.449999999999,0.0,0.0,3964.449999999999,0.0,0.0,0.0,3964.449999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-22,3964.449999999999,585.12,0.0,3379.329999999999,0.0,0.0,0.0,3379.329999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-23,3379.329999999999,0.0,0.0,3379.329999999999,0.0,0.0,0.0,3379.329999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-24,3379.329999999999,140.21,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-25,3239.119999999999,0.0,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-26,3239.119999999999,0.0,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-27,3239.119999999999,0.0,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-28,3239.119999999999,0.0,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-29,3239.119999999999,0.0,0.0,3239.119999999999,0.0,0.0,0.0,3239.119999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-11-30,3239.119999999999,443.99,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-01,2795.129999999999,0.0,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-02,2795.129999999999,0.0,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-03,2795.129999999999,0.0,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-04,2795.129999999999,0.0,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-05,2795.129999999999,0.0,0.0,2795.129999999999,0.0,0.0,0.0,2795.129999999999,Brown's Bar,Jameson,585.1209979944118,False
2023-12-06,2795.129999999999,226.85,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-07,2568.2799999999993,0.0,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-08,2568.2799999999993,0.0,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-09,2568.2799999999993,0.0,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-10,2568.2799999999993,0.0,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-11,2568.2799999999993,0.0,0.0,2568.2799999999993,0.0,0.0,0.0,2568.2799999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-12,2568.2799999999993,428.02,0.0,2140.2599999999993,0.0,0.0,0.0,2140.2599999999993,Brown's Bar,Jameson,585.1209979944118,False
2023-12-13,2140.2599999999993,462.8,0.0,1677.4599999999994,0.0,0.0,0.0,1677.4599999999994,Brown's Bar,Jameson,585.1209979944118,False
2023-12-14,1677.4599999999994,0.0,0.0,1677.4599999999994,0.0,0.0,0.0,1677.4599999999994,Brown's Bar,Jameson,585.1209979944118,False
2023-12-15,1677.4599999999994,0.0,0.0,1677.4599999999994,0.0,0.0,0.0,1677.4599999999994,Brown's Bar,Jameson,585.1209979944118,False
2023-12-16,1677.4599999999994,0.0,0.0,1677.4599999999994,0.0,0.0,0.0,1677.4599999999994,Brown's Bar,Jameson,585.1209979944118,False
2023-12-17,1677.4599999999994,0.0,0.0,1677.4599999999994,0.0,0.0,0.0,1677.4599999999994,Brown's Bar,Jameson,585.1209979944118,False
2023-12-18,1677.4599999999994,295.9,0.0,1381.5599999999995,0.0,0.0,0.0,1381.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-12-19,1381.5599999999995,0.0,0.0,1381.5599999999995,0.0,0.0,0.0,1381.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-12-20,1381.5599999999995,0.0,0.0,1381.5599999999995,0.0,0.0,0.0,1381.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-12-21,1381.5599999999995,0.0,0.0,1381.5599999999995,0.0,0.0,0.0,1381.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-12-22,1381.5599999999995,0.0,0.0,1381.5599999999995,0.0,0.0,0.0,1381.5599999999995,Brown's Bar,Jameson,585.1209979944118,False
2023-12-23,1381.5599999999995,934.85,0.0,446.70999999999947,0.0,138.41099799441236,0.0,446.70999999999947,Brown's Bar,Jameson,585.1209979944118,False
2023-12-24,446.70999999999947,0.0,0.0,446.70999999999947,0.0,0.0,138.41099799441236,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-25,585.1209979944118,0.0,138.41099799441236,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-26,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-27,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-28,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-29,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-30,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-12-31,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2024-01-01,585.1209979944118,0.0,0.0,585.1209979944118,0.0,0.0,0.0,585.1209979944118,Brown's Bar,Jameson,585.1209979944118,False
2023-10-20,4799.73,405.84,0.0,4393.889999999999,0.0,0.0,0.0,4393.889999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-21,4393.889999999999,0.0,0.0,4393.889999999999,0.0,0.0,0.0,4393.889999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-22,4393.889999999999,0.0,0.0,4393.889999999999,0.0,0.0,0.0,4393.889999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-23,4393.889999999999,0.0,0.0,4393.889999999999,0.0,0.0,0.0,4393.889999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-24,4393.889999999999,0.0,0.0,4393.889999999999,0.0,0.0,0.0,4393.889999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-25,4393.889999999999,199.93,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-26,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-27,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-28,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-29,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-30,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-31,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-01,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-02,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-03,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-04,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-05,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-06,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-07,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-08,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-09,4193.959999999999,0.0,0.0,4193.959999999999,0.0,0.0,0.0,4193.959999999999,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-10,4193.959999999999,503.39,0.0,3690.5699999999993,0.0,0.0,0.0,3690.5699999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-11,3690.5699999999993,0.0,0.0,3690.5699999999993,0.0,0.0,0.0,3690.5699999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-12,3690.5699999999993,480.6,0.0,3209.9699999999993,0.0,0.0,0.0,3209.9699999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-13,3209.9699999999993,0.0,0.0,3209.9699999999993,0.0,0.0,0.0,3209.9699999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-14,3209.9699999999993,0.0,0.0,3209.9699999999993,0.0,0.0,0.0,3209.9699999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-15,3209.9699999999993,578.37,0.0,2631.5999999999995,0.0,0.0,0.0,2631.5999999999995,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-16,2631.5999999999995,0.0,0.0,2631.5999999999995,0.0,0.0,0.0,2631.5999999999995,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-17,2631.5999999999995,0.0,0.0,2631.5999999999995,0.0,0.0,0.0,2631.5999999999995,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-18,2631.5999999999995,0.0,0.0,2631.5999999999995,0.0,0.0,0.0,2631.5999999999995,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-19,2631.5999999999995,248.55,0.0,2383.0499999999993,0.0,0.0,0.0,2383.0499999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-20,2383.0499999999993,0.0,0.0,2383.0499999999993,0.0,0.0,0.0,2383.0499999999993,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-21,2383.0499999999993,507.61,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-22,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-23,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-24,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-25,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-26,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-27,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-28,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-29,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-11-30,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-01,1875.4399999999991,0.0,0.0,1875.4399999999991,0.0,0.0,0.0,1875.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-02,1875.4399999999991,253.08,0.0,1622.3599999999992,0.0,0.0,0.0,1622.3599999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-03,1622.3599999999992,173.92,0.0,1448.4399999999991,0.0,0.0,0.0,1448.4399999999991,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-04,1448.4399999999991,161.34,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-05,1287.0999999999992,0.0,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-06,1287.0999999999992,0.0,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-07,1287.0999999999992,0.0,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-08,1287.0999999999992,0.0,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-09,1287.0999999999992,0.0,0.0,1287.0999999999992,0.0,0.0,0.0,1287.0999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-10,1287.0999999999992,137.43,0.0,1149.6699999999992,0.0,0.0,0.0,1149.6699999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-11,1149.6699999999992,340.37,0.0,809.2999999999992,0.0,0.0,0.0,809.2999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-12,809.2999999999992,0.0,0.0,809.2999999999992,0.0,0.0,0.0,809.2999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-13,809.2999999999992,0.0,0.0,809.2999999999992,0.0,0.0,0.0,809.2999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-14,809.2999999999992,0.0,0.0,809.2999999999992,0.0,0.0,0.0,809.2999999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-15,809.2999999999992,556.53,0.0,252.7699999999992,0.0,249.28726879092324,0.0,252.7699999999992,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-16,252.7699999999992,0.0,0.0,252.7699999999992,0.0,0.0,249.28726879092324,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-17,502.0572687909224,0.0,249.28726879092324,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-18,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-19,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-20,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-21,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-22,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-23,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-24,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-25,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-26,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-27,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-28,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-29,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-30,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-12-31,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2024-01-01,502.0572687909224,0.0,0.0,502.0572687909224,0.0,0.0,0.0,502.0572687909224,Johnson's Bar,Absolut,502.0572687909224,False
2023-10-20,6007.71,343.13,0.0,5664.58,0.0,0.0,0.0,5664.58,Johnson's Bar,Malibu,501.4380352124585,False
2023-10-21,5664.58,0.0,0.0,5664.58,0.0,0.0,0.0,5664.58,Johnson's Bar,Malibu,501.4380352124585,False
2023-10-22,5664.58,0.0,0.0,5664.58,0.0,0.0,0.0,5664.58,Johnson's Bar,Malibu,501.4380352124585,False
2023-10-23,5664.58,0.0,0.0,5664.58,0.0,0.0,0.0,5664.58,Johnson's Bar,Malibu,501.4380352124585,False
